,UNITID,X,X.2,X.1,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS.y,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,Institution.Name,INSTSIZE..HD2010.,RET_PCF..EF2010D.,GRRTTOT..DRVGR2010.,GRRTM..DRVGR2010.,GRRTW..DRVGR2010.,F1TUFEFT..DRVF2010.,F1STAPFT..DRVF2010.,F1LCAPFT..DRVF2010.,F1PGGCFT..DRVF2010.,F2TUFEFT..DRVF2010.,F2PGGCFT..DRVF2010.,F1INSTPC..DRVF2010.,F1ACSPPC..DRVF2010.,F1STSVPC..DRVF2010.,F1INSUPC..DRVF2010.,F2INSTPC..DRVF2010.,F2ACSPPC..DRVF2010.,F2STSVPC..DRVF2010.,F1ENDMFT..DRVF2010.,F2ENDMFT..DRVF2010.,ENDOW,ExpIn,GiftRev,TotalRev,Rating,HIGHDEG
2353,197911,2353,2359,2359,290800,2908,Barton College,Wilson,NC,WWW.BARTON.EDU,www.barton.edu/financial-aid/tuition-and-fees/,0,3,2,31,0,0,0,0,0,0,0,0,0,61,410,500,430,520,390,480,455,475,435,18,22,16,22,18,24,NA,NA,20,19,21,NA,939,939,0,0,0,0,0.0335,0,0,0,0.0711,0,0,0.0126,0,0,0.0042,0.0711,0,0.0418,0.0084,0,0.0418,0.0335,0,0,0.0126,0,0.0126,0.046,0.2218,0.0167,0,0,0,0,0.0335,0.0962,0.2259,0.0167,0,1043,0.5877,0.2464,0.0403,0.0077,0.0058,0.0029,0.0288,0.023,0.0575,0.1381,1,NA,21148,NA,NA,NA,NA,NA,19366,19626,20352,22219,26241,0.4955,0.6866,NA,NA,NA,0.781,0.2271,27500,305.306375,0.803328291,0.481689908,NA,36500,0.646315813,Barton College,2,61,37,37,36,NA,NA,NA,NA,14826,1658,NA,NA,NA,NA,29,0,19,NA,20774,20774,29,1658,16484,0.6346122811,3
2354,197966,2354,2360,2360,855800,8558,Beaufort County Community College,Washington,NC,www.beaufortccc.edu,www.beaufortccc.edu/Finance/npcalc.htm,0,2,1,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0605,0.0169,0.1017,0,0.0339,0.0024,0,0,0,0.322,0,0,0,0,0,0,0,0,0,0,0,0.0605,0,0,0,0.0242,0.0339,0,0,0.23,0.1138,0,0,1587,0.574,0.3781,0.0214,0.0013,0.0038,0,0.0044,0.0013,0.0158,0.4839,1,9393,NA,9274,9508,9945,11608,NA,NA,NA,NA,NA,NA,0.5298,NA,0.4522,NA,0.4483,0.2777,0.4141,10556,117.1932398,0.673076923,NA,0.264359686,23900,0.383202106,Beaufort County Community College,2,58,12,17,8,501,4709,1102,63,NA,NA,45,7,8,17,NA,NA,NA,768,NA,768,45,63,6375,0.7142257074,2
2355,197984,2355,2361,2361,291000,2910,Belmont Abbey College,Belmont,NC,www.belmontabbeycollege.edu,npc.collegeboard.org/student/app/belmontabbey,0,3,2,22,0,0,0,0,0,0,0,0,0,30,428,540,440,530,NA,NA,484,485,NA,18,24,17,24,18,24,NA,NA,21,21,21,NA,977,977,0,0,0,0,0,0,0.0063,0,0.2075,0,0,0,0,0,0.0377,0.0849,0,0.0409,0.0189,0,0,0.0566,0,0.0283,0,0,0.0723,0.0314,0,0.0503,0,0,0,0,0,0,0.3302,0.0346,0,1634,0.3703,0.2723,0.0184,0.0073,0.0012,0.0006,0.0043,0.0214,0.3042,0.0563,1,NA,21950,NA,NA,NA,NA,NA,21557,21702,20244,23341,22667,0.4613,0.65,NA,0.6667,NA,0.7966,0.4347,27000,299.75535,0.659438776,0.406960123,NA,39200,0.588785052,Belmont Abbey College,2,69,37,40,34,NA,NA,NA,NA,8109,2199,NA,NA,NA,NA,29,8,29,NA,4985,4985,29,2199,10308,0.6245556164,3
2356,197993,2356,2362,2362,291100,2911,Bennett College,Greensboro,NC,www.bennett.edu,www.bennett.edu/netpricecalculator/npcalc.htm,0,3,2,11,1,0,0,0,0,0,0,0,1,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.056,0,0,0,0.088,0,0,0,0,0,0.064,0,0,0.16,0.016,0,0.12,0,0,0,0.024,0,0.168,0,0.136,0.072,0,0,0,0,0.024,0,0.072,0,0,612,0.0016,0.8971,0.0261,0.0016,0.0033,0,0.0163,0.0049,0.049,0.0049,1,NA,20031,NA,NA,NA,NA,NA,18523,20214,22128,23851,26398,0.7185,0.6093,NA,NA,NA,0.8699,0.0235,37000,410.77585,0.426035503,0.407751456,NA,29400,0.351063818,Bennett College,1,71,47,NA,47,NA,NA,NA,NA,7635,4761,NA,NA,NA,NA,30,17,9,NA,13380,13380,30,4761,12396,0.7060271651,3
2357,198011,2357,2363,2363,798700,7987,Bladen Community College,Dublin,NC,www.bladencc.edu,www.bladencc.edu,0,1,1,42,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1036,0.0893,0.0321,0,0.0571,0,0.0107,0,0,0.1786,0,0,0,0,0,0,0,0,0,0,0,0.0964,0,0,0.0429,0,0.0857,0,0,0.1179,0.1857,0,0,1016,0.3927,0.377,0.0207,0.002,0.186,0,0.0177,0,0.0039,0.4783,1,9608,NA,9602,9646,9519,NA,NA,NA,NA,NA,NA,NA,0.6992,NA,0.4718,NA,0.2254,0,0.4479,NA,NA,NA,NA,0.18982339,23700,0.336177468,Bladen Community College,2,68,14,10,17,287,3790,452,4,NA,NA,38,5,4,13,NA,NA,NA,264,NA,264,38,4,4533,0.8816496541,2
2358,198039,2358,2364,2364,968400,9684,Blue Ridge Community College,Flat Rock,NC,www.blueridge.edu,www.blueridge.edu/shared_documents/financial_aid/netpricecalculator/npcalc.htm,0,2,1,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0435,0.0072,0,0,0,0,0.0362,0.0386,0.0362,0,0.0362,0.0628,0.0024,0,0,0.2415,0,0,0,0,0,0,0,0,0,0,0,0.0604,0,0,0.0048,0.1377,0.0193,0,0.0145,0.1232,0.1353,0,0,1924,0.8093,0.0546,0.0728,0.0109,0.0088,0,0,0.0031,0.0405,0.6528,1,7908,NA,7582,8744,7211,10577,11377,NA,NA,NA,NA,NA,0.3843,NA,0.6667,NA,0.478,0.0983,0.4303,9500,105.469475,0.54,NA,0.195572871,23800,0.398692817,Blue Ridge Community College,2,63,17,10,23,1020,4439,1581,235,NA,NA,45,6,4,19,NA,NA,NA,2967,NA,2967,45,235,7275,0.7044751186,2
2359,198066,2359,2365,2365,291200,2912,Brevard College,Brevard,NC,www.brevard.edu,bcaidestimate.com/,0,3,2,31,0,0,0,0,0,0,0,0,0,71,420,520,430,530,NA,NA,470,480,NA,18,22,16,21,16,22,NA,NA,20,19,19,NA,950,950,0,0.0882,0,0,0,0,0,0,0.0196,0,0,0,0,0,0.049,0,0,0,0.0294,0,0.0588,0.2157,0,0,0,0,0.0784,0.098,0,0,0,0,0,0,0.1373,0.049,0.1471,0.0294,0,700,0.7529,0.0986,0.0029,0.0057,0.01,0,0.0229,0.0614,0.0457,0.0157,1,NA,19166,NA,NA,NA,NA,NA,16688,16607,19565,20968,23236,0.4155,0.5662,NA,1,NA,0.6872,0.0514,27000,299.75535,0.824242424,0.370319396,NA,31100,0.414285719,Brevard College,1,58,34,27,44,NA,NA,NA,NA,13288,6099,NA,NA,NA,NA,39,4,26,NA,28396,28396,39,6099,19387,0.6721420402,3
2361,198084,2361,2367,2367,2170700,21707,Brunswick Community College,Bolivia,NC,www.brunswickcc.edu,www.brunswickcc.edu/net-price-calculator/,0,2,1,42,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0961,0,0,0,0,0,0.039,0.0338,0.0442,0,0.0286,0,0,0,0,0.4,0,0.0052,0,0,0,0,0,0,0,0,0,0.0182,0,0,0,0,0.0312,0,0,0.1506,0.1532,0,0,1406,0.7418,0.1501,0.0398,0.0036,0.0192,0.0007,0.0149,0.0021,0.0277,0.4111,1,7300,NA,7157,7392,8236,NA,NA,NA,NA,NA,NA,NA,0.4211,NA,0.6316,NA,0.3438,0,0.2731,NA,NA,NA,NA,0.25853125,22000,0.370748311,Brunswick Community College,2,59,26,27,25,211,4552,2002,419,NA,NA,57,8,6,20,NA,NA,NA,0,NA,NA,57,419,7184,0.8760652466,2
2362,198109,2362,2368,2368,647700,6477,Cabarrus College of Health Sciences,Concord,NC,www.cabarruscollege.edu/index.cfm,www.cabarruscollege.edu/financial/net_price_calculator.cfm,0,2,2,13,0,0,0,0,0,0,0,0,0,NA,450,525,440,525,NA,NA,488,483,NA,21,25,18,22,22,26,NA,NA,23,20,24,NA,998,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,440,0.8591,0.075,0.0364,0.0114,0,0.0023,0.0159,0,0,0.6159,1,NA,12996,NA,NA,NA,NA,NA,10539,10988,12653,14955,18388,0.3627,NA,NA,NA,NA,0.6926,0.5255,16481,182.9728861,0.910714286,0.710134783,NA,43600,0.858024716,Cabarrus College of Health Sciences,1,79,68,80,66,NA,NA,NA,NA,6637,8713,NA,NA,NA,NA,45,9,10,NA,4006,4006,45,8713,15350,0.5946294895,3
2363,198118,2363,2369,2369,483500,4835,Caldwell Community College and Technical Institute,Hudson,NC,www.cccti.edu,www.cccti.edu/NetPrice/npcalc.htm,0,2,1,22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0094,0,0,0,0,0,0.0552,0.0317,0.0306,0,0.0564,0,0,0.0294,0,0.4148,0,0,0,0,0,0,0,0,0,0,0,0.0294,0,0,0.0012,0.0599,0,0.0635,0,0.1175,0.1011,0,0,3050,0.8505,0.0626,0.0334,0.0184,0.0082,0.001,0.0007,0.0026,0.0226,0.5289,1,17983,NA,17211,18309,19536,20877,22646,NA,NA,NA,NA,NA,0.4895,NA,0.5105,NA,0.3801,0.2694,0.3239,11197,124.3096539,0.481166464,NA,0.244619701,24500,0.388700575,Caldwell Community College and Technical Institute,2,61,25,21,27,826,3787,884,115,NA,NA,51,6,9,16,NA,NA,NA,56,NA,56,51,115,5612,0.7004423279,2
2365,198154,2365,2371,2371,532000,5320,Cape Fear Community College,Wilmington,NC,www.cfcc.edu,cfcc.edu/finaid/netpricecalculator/,0,2,1,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023,0,0,0,0,0,0.0098,0.0546,0.0046,0,0.0891,0.0006,0,0.019,0,0.4227,0,0,0,0,0,0,0,0,0.0219,0.0121,0,0.0638,0,0,0.0144,0.0414,0.0109,0.061,0.0086,0.1265,0.0368,0,0,8798,0.7296,0.1501,0.0468,0.0091,0.009,0.0024,0.0243,0.0008,0.0278,0.499,1,9972,NA,9692,10397,10655,10246,10340,NA,NA,NA,NA,NA,0.4565,NA,0.5832,NA,0.4145,0.2347,0.3964,11000,122.12255,0.562545721,NA,0.233519241,26500,0.427857578,Cape Fear Community College,3,64,17,20,14,1064,3085,688,70,NA,NA,56,8,5,13,NA,NA,NA,468,NA,468,56,70,4907,0.6995007036,2
2367,198206,2367,2373,2373,808100,8081,Carteret Community College,Morehead City,NC,www.carteret.edu,www.carteret.edu/npcalc/npcalc.htm,0,1,1,32,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0194,0,0,0,0,0.0437,0.0461,0.0971,0.0146,0,0,0,0,0.0218,0,0.3422,0,0,0,0,0,0,0,0,0,0,0,0.0558,0,0,0,0.0388,0,0,0.0097,0.2573,0.0534,0,0,1409,0.8077,0.1008,0.0405,0.0092,0.0092,0.0035,0.0121,0.0021,0.0149,0.5472,1,8852,NA,8064,8181,10926,9813,10074,NA,NA,NA,NA,NA,0.7817,NA,0.5423,NA,0.4388,0.2499,0.4731,7954,88.3057057,0.620087336,NA,0.212489011,23200,0.371298403,Carteret Community College,2,53,24,23,24,1021,5072,1329,120,NA,NA,49,11,8,15,NA,NA,NA,742,NA,742,49,120,7542,0.692521651,2
2369,198233,2369,2375,2375,531800,5318,Catawba Valley Community College,Hickory,NC,www.cvcc.edu,www.cvcc.edu/Student_Services/Financial_Aid/NetPrice.cfm,0,2,1,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,0,0,0.0185,0.0473,0.0115,0.0231,0,0.0416,0,0.0046,0,0,0.3095,0,0,0,0,0,0,0,0,0,0,0,0.1143,0,0,0.0058,0.0289,0.0242,0,0.0196,0.209,0.112,0,0,3781,0.7435,0.0894,0.0701,0.064,0.009,0,0.0098,0,0.0143,0.5588,1,11076,NA,10310,11141,13174,10902,13727,NA,NA,NA,NA,NA,0.4327,NA,0.6976,NA,0.4493,0.1028,0.3501,9209,102.2387785,0.656934307,NA,0.217689974,26700,0.44282946,Catawba Valley Community College,3,78,5,8,3,905,3394,617,11,NA,NA,48,7,6,14,NA,NA,NA,NA,NA,NA,48,11,4927,0.7035184681,2
2370,198242,2370,2376,2376,1026400,10264,South College-Asheville,Asheville,NC,www.southcollegenc.edu,southcollegenc.studentaidcalculator.com/survey.aspx,0,2,3,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0.8701,0.039,0,0,256,0.8086,0.1094,0.0469,0.0156,0.0039,0,0.0117,0,0.0039,0.1094,1,NA,31827,NA,NA,NA,NA,NA,31883,31427,32077,NA,NA,0.5422,1,NA,NA,NA,0.7952,0.7031,26208,290.9625264,0.53902439,NA,NA,22300,0.401315779,South College-Asheville,1,NA,20,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6750833514,3
2371,198251,2371,2377,2377,544900,5449,Central Carolina Community College,Sanford,NC,www.cccc.edu,www.cccc.edu/financialaid/cost/,0,1,1,32,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0077,0,0,0,0,0.0146,0.0551,0.0637,0.0826,0,0.1291,0,0.0577,0.0155,0,0.1265,0.0164,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0.0473,0.0232,0,0.0009,0.1885,0.1403,0,0,3985,0.5867,0.2529,0.0918,0.0048,0.007,0.0018,0.0188,0.0045,0.0316,0.4723,1,9152,NA,8946,9545,9847,9649,NA,NA,NA,NA,NA,NA,0.4333,NA,0.5635,NA,0.3333,0,0.4556,NA,NA,NA,NA,0.41963378,24400,0.385775864,Central Carolina Community College,3,63,41,46,34,866,4870,814,7,NA,NA,52,10,5,12,NA,NA,NA,632,NA,632,52,7,6557,0.8493811307,2
2372,198260,2372,2378,2378,291500,2915,Central Piedmont Community College,Charlotte,NC,www.cpcc.edu,www.cpcc.edu/services/paying-for-college/cost,0,2,1,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,0,0,0,0.0012,0.0618,0.0195,0.0245,0.0062,0.0315,0.0021,0.0021,0.041,0,0.4075,0,0,0,0,0,0,0,0,0,0.0075,0,0.0311,0,0,0.0141,0.0402,0.0182,0,0.0435,0.1522,0.0858,0,0,18774,0.4173,0.3471,0.0926,0.0247,0.0046,0.0011,0.0305,0.0463,0.0358,0.6323,1,11296,NA,11181,11198,12374,15145,15275,NA,NA,NA,NA,NA,0.4121,NA,0.5575,NA,0.5329,0.1357,0.4498,9500,105.469475,NA,NA,0.160810756,28100,0.426459134,Central Piedmont Community College,4,59,10,10,10,1074,3275,1511,114,NA,NA,53,4,8,18,NA,NA,NA,1225,NA,1225,53,114,5974,0.6933269219,2
2373,198303,2373,2379,2379,291600,2916,Chowan University,Murfreesboro,NC,www.chowan.edu/,www.chowan.edu/admissions/estimate/npcalc.htm,0,3,2,32,0,0,0,0,0,0,0,0,0,75,360,430,340,440,340,420,395,390,380,14,17,11,16,15,17,NA,NA,16,14,16,NA,777,777,0,0,0,0,0,0.0786,0,0,0.1,0,0,0,0,0,0.0143,0.0071,0,0.0714,0,0,0.0643,0.0929,0.0071,0,0,0,0.1071,0.1214,0,0.0643,0,0,0,0,0.05,0,0.1714,0.05,0,1361,0.2116,0.6958,0.0257,0.0007,0.0088,0,0.0382,0.0118,0.0073,0.0558,1,NA,17979,NA,NA,NA,NA,NA,17365,18266,18726,23202,26610,0.6713,0.4825,NA,NA,NA,0.8486,0.0779,32000,355.2656,0.567901235,0.243029013,NA,35400,0.486873508,Chowan University,2,46,29,21,41,NA,NA,NA,NA,10359,1591,NA,NA,NA,NA,33,5,36,NA,18602,18602,33,1591,11950,0.6904958162,3
2374,198321,2374,2380,2380,808200,8082,Cleveland Community College,Shelby,NC,www.clevelandcc.edu,clevelandcc.edu/index.php?page=consumer_information,0,2,1,31,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0133,0.0913,0.0513,0.0703,0,0.0114,0,0.0057,0.0057,0,0.2776,0,0,0,0,0,0,0,0,0,0.0171,0,0.0932,0,0,0.0266,0.0247,0.0703,0,0,0.1863,0.0551,0,0,3123,0.7045,0.2229,0.0282,0.0048,0.0042,0.001,0.0122,0.0083,0.0141,0.6314,1,393,NA,-58,741,2446,3611,NA,NA,NA,NA,NA,NA,0.5071,NA,0.4906,NA,0.3835,0,0.4082,NA,NA,NA,NA,0.383344762,23100,0.333333343,Cleveland Community College,2,65,24,36,14,506,3487,386,37,NA,NA,45,7,4,11,NA,NA,NA,NA,NA,NA,45,37,4416,0.8734398975,2
2375,198330,2375,2381,2381,531600,5316,Coastal Carolina Community College,Jacksonville,NC,www.coastalcarolina.edu/,www.coastalcarolina.edu/admissions/net-price-calculator/,0,1,1,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0171,0.0319,0.0327,0,0.0401,0,0.0015,0.0045,0,0.2831,0,0,0,0,0,0,0,0,0,0,0,0.1538,0,0,0.0327,0.1523,0.0275,0,0,0.1947,0.0282,0,0,4185,0.6562,0.1795,0.1128,0.0232,0.0162,0.0093,0.0017,0.0012,0,0.4686,1,8888,NA,8732,8759,9630,NA,NA,NA,NA,NA,NA,NA,0.4967,NA,0.5866,NA,0.2743,0,0.4879,NA,NA,NA,NA,0.3382,27300,0.400565505,Coastal Carolina Community College,3,67,34,33,36,1079,2982,507,65,NA,NA,53,9,6,11,NA,NA,NA,576,NA,576,53,65,4633,0.8443290775,2
2376,198367,2376,2382,2382,679900,6799,Craven Community College,New Bern,NC,www.cravencc.edu,www.cravencc.edu/financialaid/netpricecalculator/index.cfm,0,2,1,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0273,0.029,0.0427,0.0051,0.0768,0,0.0034,0,0,0.3942,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0.0205,0.0154,0,0,0.3157,0.0495,0,0,3205,0.5994,0.2125,0.0711,0.0066,0.0056,0.0016,0.0259,0.0172,0.0602,0.5669,1,5126,NA,4543,5716,6932,5862,NA,NA,NA,NA,NA,NA,0.4387,NA,0.6092,NA,0.4675,0.2218,0.4695,NA,NA,0.68202765,NA,0.138881903,29100,0.432055742,Craven Community College,2,64,15,12,18,912,2931,870,169,NA,NA,50,8,5,15,NA,NA,NA,324,NA,324,50,169,4882,0.8570537188,2
2377,198376,2377,2383,2383,291900,2919,Davidson County Community College,Thomasville,NC,www.davidsonccc.edu,www.davidsonccc.edu/financial-aid/price-calculator,0,1,1,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0998,0.032,0.0577,0,0.0561,0.0008,0.007,0.0452,0,0.1403,0,0,0,0,0,0,0,0,0,0,0,0.0842,0,0,0,0.0881,0.014,0.0655,0,0.2143,0.0951,0,0,3570,0.6952,0.1978,0.0496,0.0174,0.0064,0.0008,0.0176,0,0.0151,0.4821,1,7537,NA,6873,7582,8768,11665,12366,NA,NA,NA,NA,NA,0.8385,NA,0.6288,NA,0.4724,0.5005,0.4611,12500,138.775625,0.549206349,NA,0.331691677,24400,0.386880845,Davidson County Community College,2,63,33,39,26,732,4124,925,601,NA,NA,49,4,8,17,NA,NA,NA,1642,NA,1642,49,601,6382,0.6981115288,2
2378,198385,2378,2384,2384,291800,2918,Davidson College,Davidson,NC,www.davidson.edu/,www3.davidson.edu/cms/x44004.xml,0,3,2,21,0,0,0,0,0,0,0,0,0,66,630,730,600,710,610,710,680,655,660,29,33,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,1353,1353,0,0,0,0.0043,0,0,0,0,0,0,0,0.0954,0,0,0.102,0,0,0.0976,0.0586,0,0.0434,0,0.0347,0,0.0325,0,0.0846,0,0,0.3059,0,0,0,0,0.0586,0,0,0.0824,0,1782,0.6874,0.0735,0.0623,0.0477,0.0062,0,0.0376,0.0533,0.032,0,1,NA,19143,NA,NA,NA,NA,NA,9479,8341,10963,19302,36869,0.1313,0.9571,NA,NA,NA,0.2134,NA,16662.5,184.9879081,0.989690722,0.924350811,NA,58500,0.765432119,Davidson College,2,96,91,90,92,NA,NA,NA,NA,17752,24604,NA,NA,NA,NA,40,11,23,NA,230219,230219,40,24604,42356,0.4020971938,3
2380,198455,2380,2386,2386,544800,5448,Durham Technical Community College,Durham,NC,www.durhamtech.edu,www.durhamtech.edu/html/prospective/financialaid.htm,0,1,1,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0561,0,0.0392,0,0.0349,0.0317,0.0116,0.072,0,0.2794,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0.0159,0.0212,0.0042,0,0,0.3005,0.0614,0,0,5116,0.3061,0.4787,0.0964,0.041,0.0045,0.0014,0.0139,0.0016,0.0565,0.6919,1,5179,NA,5265,4499,5140,6974,8210,NA,NA,NA,NA,NA,0.4305,NA,0.5038,NA,0.4427,0.1574,0.5961,10000,111.0205,NA,NA,0.164648641,29200,0.461117208,Durham Technical Community College,3,51,11,14,8,1167,4647,1173,20,NA,NA,41,7,6,16,NA,NA,NA,218,NA,218,41,20,7007,0.689715667,2
2382,198491,2382,2388,2388,885500,8855,Edgecombe Community College,Tarboro,NC,www.edgecombe.edu,www.edgecombe.edu/financial-aid,0,2,1,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0184,0.0484,0.0945,0,0.0069,0,0,0,0,0.1544,0,0,0,0,0.0046,0,0,0,0,0,0,0.0161,0.0253,0,0.0184,0.0369,0,0,0,0.4355,0.1406,0,0,2524,0.3003,0.6589,0.017,0.0016,0.0048,0.0012,0.0055,0.0028,0.0079,0.4517,1,7354,NA,7264,7895,8326,8973,NA,NA,NA,NA,NA,NA,0.6522,NA,0.4216,NA,0.3524,0.1908,0.5954,10500,116.571525,0.312043796,NA,0.278911765,23100,0.407134086,Edgecombe Community College,2,33,48,70,31,302,3409,423,70,NA,NA,35,6,6,8,NA,NA,NA,NA,NA,NA,35,70,4204,0.678495405,2
2385,198534,2385,2391,2391,764000,7640,Fayetteville Technical Community College,Fayetteville,NC,www.faytechcc.edu,198.85.208.14/NPCalc/npcalc.htm,0,2,1,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0072,0,0,0,0,0,0.0733,0.0772,0.1037,0,0.0232,0,0.0005,0.0053,0,0.178,0,0,0,0,0,0,0,0,0,0.0005,0,0.0468,0.0014,0,0.0347,0.0473,0.0053,0,0.0198,0.2282,0.1476,0,0,10681,0.3543,0.4483,0.0902,0.0134,0.0267,0.0048,0.0349,0.0067,0.0208,0.526,1,4667,NA,4506,4816,5946,7252,NA,NA,NA,NA,NA,NA,0.5909,NA,0.5162,NA,0.3954,0.2283,0.6044,10837.5,120.3184669,0.307145396,NA,0.123147111,27700,0.404690832,Fayetteville Technical Community College,4,62,13,14,12,959,3409,800,26,NA,NA,54,7,6,11,NA,NA,NA,4,NA,4,54,26,5194,0.6978696299,2
